button_id,label,area,handler_type,handler_line,handler_excerpt,prerequisite,expected_result,risk_level,destructive,test_mode,static_contract_status,browser_e2e_status,browser_e2e_note,v20_4_action_guard,guard_reason,runtime_verification,adaptive_ui,v20_5_fixture_mock,ai_context_aware,runtime_result_verification,v20_6_agent_callable,agent_risk,agent_runtime_verify,v20_7_contextual_ux,v20_7_failure_recovery,next_action_explainable,button_reason_visible,v20_8_role_adaptive,v20_8_engineering_optimizer,role_visibility
addVGuide,＋垂直線,bottom,onclick,1392,"if(q(""addVGuide""))q(""addVGuide"").onclick=()=>addGuide(""v"");",無特殊前置條件,執行「＋垂直線」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
addHGuide,＋水平線,bottom,onclick,1393,"if(q(""addHGuide""))q(""addHGuide"").onclick=()=>addGuide(""h"");",無特殊前置條件,執行「＋水平線」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
clearGuides,清除參考線,bottom,onclick,1394,"if(q(""clearGuides""))q(""clearGuides"").onclick=()=>{guideLines=[];renderGuides();markChanged()};",無特殊前置條件,執行「清除參考線」對應功能並產生可見狀態變化或明確提示,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
propSnapToggle,吸附：開,bottom,onclick,1516,"q(""propSnapToggle"").onclick=()=>q(""snapToggle"").click();",無特殊前置條件,執行「吸附：開」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
propGridToggle,格線：開,bottom,onclick,1517,"q(""propGridToggle"").onclick=()=>q(""gridToggle"").click();",無特殊前置條件,執行「格線：開」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
quickCreateLED,＋ 常規 LED,bottom,onclick,1508,"q(""quickCreateLED"").onclick=()=>createModelSafe(""常規屏"");",無特殊前置條件,建立常規LED並立即選取,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
quickCreateSingle,＋ 一境光幕屏,bottom,onclick,1509,"q(""quickCreateSingle"").onclick=()=>createModelSafe(""一境光幕屏"");",無特殊前置條件,建立一境光幕屏,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
quickCreateTriple,＋ 三境光幕屏,bottom,onclick,1510,"q(""quickCreateTriple"").onclick=()=>createModelSafe(""三境光幕屏"");",無特殊前置條件,建立三境/ㄇ字型光幕屏,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
quickCreateTower,＋ 精神堡壘,bottom,onclick,1511,"q(""quickCreateTower"").onclick=()=>createModelSafe(""三面 LED 精神堡壘"");",無特殊前置條件,建立三面LED精神堡壘,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
retryStartup,重新初始化,dashboard,onclick,1869,"q(""retryStartup"").onclick=()=>{q(""fatalBoot"")?.classList.add(""hidden"");bootstrapApp()};",無特殊前置條件,執行「重新初始化」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
resetLocalData,修復本機專案資料,dashboard,onclick,1870,"q(""resetLocalData"").onclick=()=>{ if(!confirm(""要備份並清除目前本機專案索引嗎？這可修復舊版本損壞資料。""))return;",無特殊前置條件,備份後清理損壞的本機專案索引,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
import,匯入專案,dashboard,onclick,1821,"q(""import"").onclick=()=>{let i=document.createElement(""input"");i.type=""file"";i.accept="".json"";i.onchange=()=>{let f=i.files[0],r=new FileReader();r.onload=()=>{try{let d=JSON.parse(r.result),p=d.project||{name:""匯入專案""};p.id=""P""+Date.now();p.m=Date.now();p.data=",無特殊前置條件,匯入專案JSON,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
new,＋ 建立新專案,dashboard,onclick,677,"q(""new"").onclick=()=>q(""modal"").classList.add(""show"");q(""cancel"").onclick=()=>q(""modal"").classList.remove(""show"");q(""create"").onclick=async()=>{",無特殊前置條件,執行「＋ 建立新專案」對應功能並產生可見狀態變化或明確提示,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cancel,取消,建立新專案,onclick,677,"q(""cancel"").onclick=()=>q(""modal"").classList.remove(""show"");q(""create"").onclick=async()=>{",無特殊前置條件,執行「取消」對應功能並產生可見狀態變化或明確提示,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
create,建立,建立新專案,onclick,677,"q(""create"").onclick=async()=>{ const p={id:""P""+Date.now(),name:q(""nn"").value||""新LED專案"",client:q(""nc"").value,address:q(""na"").value,sales:q(""ns"").value,eng:q(""ne"").value,type:q(""nt"").value,note:q(""nno"").value,status:""草稿"",m:Date.now(),data:{o:[],scenes:[{id:""S1"",",無特殊前置條件,建立新專案並進入工作區,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
fatalReload,重新載入,Xinyu LED Studio 啟動修復,onclick,1875,"q(""fatalReload"").onclick=()=>location.reload();",無特殊前置條件,執行「重新載入」對應功能並產生可見狀態變化或明確提示,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
statusUndo,↶ 復原,appStatusBar,onclick,1868,"q(""statusUndo"").onclick=()=>q(""undo"").click();q(""statusRedo"").onclick=()=>q(""redo"").click();q(""showShortcuts"").onclick=()=>q(""shortcutModal"").classList.remove(""hidden"");q(""closeShortcuts"").onclick=()=>q(""shortcutModal"").classList.add(""hidden"");q(""shortcutModal",無特殊前置條件,執行「↶ 復原」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,undo,情境條件：undo,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
statusRedo,↷ 重做,appStatusBar,onclick,1868,"q(""statusRedo"").onclick=()=>q(""redo"").click();q(""showShortcuts"").onclick=()=>q(""shortcutModal"").classList.remove(""hidden"");q(""closeShortcuts"").onclick=()=>q(""shortcutModal"").classList.add(""hidden"");q(""shortcutModal"").onclick=e=>{if(e.target===q(""shortcutModal""",無特殊前置條件,執行「↷ 重做」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,redo,情境條件：redo,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
showShortcuts,快捷鍵,appStatusBar,onclick,1868,"q(""showShortcuts"").onclick=()=>q(""shortcutModal"").classList.remove(""hidden"");q(""closeShortcuts"").onclick=()=>q(""shortcutModal"").classList.add(""hidden"");q(""shortcutModal"").onclick=e=>{if(e.target===q(""shortcutModal""))q(""shortcutModal"").classList.add(""hidden"")};",無特殊前置條件,執行「快捷鍵」對應功能並產生可見狀態變化或明確提示,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
closeShortcuts,關閉,快捷鍵,onclick,1868,"q(""closeShortcuts"").onclick=()=>q(""shortcutModal"").classList.add(""hidden"");q(""shortcutModal"").onclick=e=>{if(e.target===q(""shortcutModal""))q(""shortcutModal"").classList.add(""hidden"")};q(""runButtonAudit"").onclick=buttonFunctionAudit;",無特殊前置條件,執行「關閉」對應功能並產生可見狀態變化或明確提示,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
